Date,Close,High,Low,Open,Volume,MACD,MACD_signal,MACD_diff,bb_high,bb_low,bb_mid,adx,Close_lag_1,Close_lag_2,Close_lag_3,Return_1d,Target
2015-02-19,433.0211181640625,434.75343529191593,426.9394312720784,427.3026480546937,9673624,11.612315707694904,10.45254404241138,1.1597716652835235,437.9548741146501,387.10888015781086,412.5318771362305,58.083535987364094,427.7682800292969,424.46197509765625,427.6937561035156,0.012279634512418536,0
2015-02-20,425.27227783203125,435.1259246300464,424.1173695622374,433.7289021836743,6971628,11.10908675731639,10.583852585392382,0.5252341719240086,439.2847489603652,387.88758380330665,413.58616638183594,57.45886129950474,433.0211181640625,427.7682800292969,424.46197509765625,-0.017894832392667204,0
2015-02-23,422.0124816894531,430.13381007501414,418.75276324346373,428.4201386157477,5090488,10.32817906393882,10.53271788110167,-0.2045388171628506,440.09504576726414,388.36533936457175,414.23019256591795,55.83900134426097,425.27227783203125,433.0211181640625,427.7682800292969,-0.007665197833247039,1
2015-02-24,423.3537292480469,427.66585406254956,420.5224392644342,424.50859214552105,6437676,9.705650857973069,10.36730447647595,-0.6616536185028803,440.92043795038114,388.6156551892673,414.7680465698242,54.334845671534616,422.0124816894531,425.27227783203125,433.0211181640625,0.003178217746603762,1
2015-02-25,431.6986389160156,434.90246839368496,424.69488058957813,426.35266259095437,6044972,9.773000176009134,10.248443616382586,-0.47544344037345176,442.40524057349387,390.5042046169358,416.45472259521483,53.554556814078865,423.3537292480469,422.0124816894531,425.27227783203125,0.019711435358773954,0
2015-02-26,420.6155090332031,430.0966158965694,418.2498481301578,429.81721142543694,6445776,8.830269193208949,9.964808731747858,-1.1345395385389097,442.305113847826,392.71942533674434,417.5122695922852,51.67635849924691,431.6986389160156,423.3537292480469,422.0124816894531,-0.025673302817544097,1
2015-02-27,422.04052734375,424.8159273845871,419.3861844044811,423.7448767248821,7801076,8.10470912384261,9.592788810166809,-1.4880796863241983,442.08209596642587,395.1823357962694,418.63221588134763,49.93231720690295,420.6155090332031,431.6986389160156,423.3537292480469,0.003387935727387603,1
2015-03-02,426.874267578125,430.0036076713232,424.3317043326523,428.9791243088834,7040992,7.829486534074476,9.240128354948343,-1.4106418208738667,441.8993799759502,398.1553807662373,420.0273803710937,48.807124491581746,422.04052734375,420.6155090332031,431.6986389160156,0.011453260815490252,1
2015-03-03,428.0198059082031,428.9697539984395,424.3782245389724,426.5575707177459,4905552,7.616013357207407,8.915305355400157,-1.29929199819275,441.1582688253156,401.89543906042655,421.52685394287107,47.76230268449776,426.874267578125,422.04052734375,420.6155090332031,0.0026835497407171616,0
2015-03-04,423.6983642578125,431.0094501440334,419.460728489366,428.4203194473394,4375228,7.017239729634184,8.535692230246964,-1.5184525006127796,438.386910638703,407.53071326266416,422.9588119506836,45.88466316184262,428.0198059082031,426.874267578125,422.04052734375,-0.01009635907203188,0
2015-03-05,418.65972900390625,428.18740444587706,416.0053862030998,422.28266499472045,5684916,6.066204135302087,8.041794611257988,-1.9755904759559009,435.09342648600665,412.775378445634,423.9344024658203,43.56103994063369,423.6983642578125,428.0198059082031,426.874267578125,-0.011892033764945853,0
